+-----------------------------------------------------------------------+
| TRACE AXES      type machine: ROBOMAC          no: 513583             |
+-----------------------------------------------------------------------+

Mon Mar 20 14:17:43 2017

Trigger time : 51612560

;Time;interpol;;Eana14;;Eana15;;mode 0;m_pos 0;des_pos 0;des_speed 0;x1r 0;r_speed 0;couple 0;pos_mot 0;mot_speed 0;pos_ext 0;ext_speed 0;
;51612708;1;;995;;997;;21;-1194935133;5136072;-1072.00;5139400;-1000.00;-7;5174451;-1013.00;6082732;-5.00;
;51612709;1;;995;;997;;21;-1194935133;5134979;-1093.00;5138200;-1200.00;-6;5173420;-1031.00;6082726;-6.00;
;51612710;1;;995;;997;;21;-1194935133;5133865;-1114.00;5137200;-1000.00;-8;5172367;-1053.00;6082721;-5.00;
;51612711;1;;995;;998;;21;-1194935133;5132730;-1135.00;5136200;-1000.00;-7;5171281;-1086.00;6082716;-5.00;
;51612712;1;;994;;997;;21;-1194935133;5131575;-1155.00;5135200;-1000.00;-7;5170174;-1107.00;6082711;-5.00;
;51612713;1;;994;;998;;21;-1194935133;5130399;-1176.00;5134000;-1200.00;-6;5169053;-1121.00;6082705;-6.00;
;51612714;1;;995;;998;;21;-1194935133;5129202;-1197.00;5132800;-1200.00;-6;5167926;-1127.00;6082699;-6.00;
;51612715;1;;995;;998;;21;-1194935133;5127986;-1216.00;5131800;-1000.00;-7;5166776;-1150.00;6082694;-5.00;
;51612716;1;;994;;998;;21;-1194935133;5126751;-1235.00;5130600;-1200.00;-8;5165595;-1181.00;6082688;-6.00;
;51612717;1;;994;;998;;21;-1194935133;5125496;-1255.00;5129400;-1200.00;-7;5164383;-1212.00;6082682;-6.00;
;51612718;1;;994;;998;;21;-1194935133;5124222;-1274.00;5128200;-1200.00;-7;5163155;-1228.00;6082676;-6.00;
;51612719;1;;994;;998;;21;-1194935133;5122931;-1291.00;5127000;-1200.00;-7;5161910;-1245.00;6082670;-6.00;
;51612720;1;;994;;998;;21;-1194935133;5121622;-1309.00;5125600;-1400.00;-7;5160641;-1269.00;6082663;-7.00;
;51612721;1;;994;;998;;21;-1194935133;5120296;-1326.00;5124400;-1200.00;-7;5159357;-1284.00;6082657;-6.00;
;51612722;1;;993;;998;;21;-1194935133;5118953;-1343.00;5123000;-1400.00;-7;5158055;-1302.00;6082650;-7.00;
;51612723;1;;993;;998;;21;-1194935133;5117595;-1358.00;5121800;-1200.00;-7;5156733;-1322.00;6082644;-6.00;
